_id,Center,test_date,physics,chemistry,resultstatus,pp_totalmarks,Full_name,maths_new,new_total,name,Phone,Password
409,Manhattan,2024-07-28,7,11,Present,180,Sol Dantonio,-2,16,Seith,5043338008,Sei8008
410,Manhattan,2024-06-02,,,Absent,720,Lucas Anchondo,0,0,Eric,5454367823,Eri7823
411,Brooklyn,2024-07-14,,,Absent,720,Ok Then,0,0,Katharine,2908432802,Kat2802
412,Manhattan,2024-07-14,,,Absent,75,Mei Vaz,0,0,Wayne,152126922,Way6922
413,Brooklyn,2024-07-14,8,18,Present,180,Janelle Haddox,8,34,Lauren,704896970,Lau6970
414,Queens,2024-07-07,35,25,Present,720,Donald Trollinger,125,185,Jean,2422836555,Jea6555
415,Manhattan,2024-07-21,,,Absent,300,Shakira Moreles,0,0,Catherine,2669466707,Cat6707
416,Brooklyn,2024-07-21,10,13,Present,300,Crista Cuccia,2,25,Holly,5761856385,Hol6385
417,Manhattan,2024-07-28,8,10,Present,75,Phung Dinh,28,46,Tracy,1572935476,Tra5476
418,Brooklyn,2024-07-28,,,Absent,720,Paul Lockett,0,0,Giovanni,1510143059,Gio3059
419,Brooklyn,2024-07-21,,,Absent,720,Merlyn Hults,0,0,Karen,4431952963,Kar2963
420,Brooklyn,2024-06-02,,,Absent,720,Kym Rotter,0,0,Christopher,3342236159,Chr6159
421,Manhattan,2024-08-11,43,78,Present,720,Jocelyn Akey,233,354,Jeff,1643344841,Jef4841
422,Brooklyn,2024-06-16,,,Absent,300,Yukiko Furtado,0,0,Irena,8215731295,Ire1295
423,Brooklyn,2024-07-14,,,Absent,360,Sonny Wilner,0,0,Michael,8351789859,Mic9859
424,Brooklyn,2024-07-14,1,21,Present,360,Verna Beller,6,28,Jessica,6661035415,Jes5415
425,Brooklyn,2024-07-07,11,22,Present,300,Hai Lippert,35,68,Daniel,4244844092,Dan4092
426,Brooklyn,2024-06-23,,,Absent,720,Deeann Burdette,0,0,Ivy,2388853935,Ivy3935
427,Manhattan,2024-06-23,3,17,Present,720,Londa Gamache,311,331,Dave,7259361036,Dav1036
428,Brooklyn,2024-07-21,,,Absent,300,Shaina Sentell,0,0,Mark,5543048762,Mar8762
429,Brooklyn,2024-07-14,,,Absent,180,Dominick Dolson,0,0,Orna,1547662293,Orn2293
430,Manhattan,2024-07-14,,,Absent,180,Len Bufford,0,0,Allison,8055369147,All9147
431,Manhattan,2024-07-07,6,47,Present,720,Luvenia Mattis,202,255,Vanessa,3553621573,Van1573
432,Manhattan,2024-06-02,,,Absent,720,Alysa Harlow,0,0,Josh,1168971164,Jos1164
433,Manhattan,2024-07-21,9,11,Present,300,Eliz Jennings,36,56,Rinaldo,2534247482,Rin7482
434,Manhattan,2024-08-04,,,Absent,75,Claris Lamons,0,0,Jonathan,2964699086,Jon9086
435,Brooklyn,2024-07-21,,,Absent,720,Vina Uhlig,0,0,Oliver,4244437392,Oli7392
436,Manhattan,2024-08-11,23,59,Present,300,Glendora Hemminger,32,114,Kristin,1044415626,Kri5626
437,Manhattan,2024-07-07,,,Absent,300,Nelly Hardman,0,0,Carolyn,5566728320,Car8320
438,Brooklyn,2024-08-04,,,Absent,75,Cinda Hargett,0,0,Meighan,9357586652,Mei6652
439,Manhattan,2024-07-07,,,Absent,300,Clarinda Pett,0,0,Julie,2255531845,Jul1845
440,Manhattan,2024-07-07,,,Absent,300,Aisha Waller,0,0,John,1730467722,Joh7722
441,Brooklyn,2024-06-23,34,31,Present,720,Carina Maybee,213,278,Mihalis,7573276720,Mih6720
442,Manhattan,2024-06-02,,,Absent,720,Joanna Savoy,0,0,B.,5714808653,B.8653
443,Manhattan,2024-06-23,,,Absent,720,Kayleen Watts,0,0,Nancy,3297905255,Nan5255
444,Bronx,2024-06-30,,,Absent,75,Tobias Wronski,0,0,"Dee, Dre & Mama Shelley",136140204,Dee0204
445,Manhattan,2024-07-07,48,63,Present,720,Karrie Gust,272,383,Peter,5660225364,Pet5364
446,Queens,2024-07-21,,,Absent,75,Migdalia Schimmel,0,0,Gladys & Bob,8604656394,Gla6394
447,Brooklyn,2024-07-28,15,5,Present,100,Markita Morphis,29,49,M,4996282145,M2145
448,Brooklyn,2024-07-07,,,Absent,300,Sid Welk,0,0,Wendy,4123822400,Wen2400
449,Manhattan,2024-05-19,70,60,Present,300,Iliana Strauch,86,216,Ewelina,1853961947,Ewe1947
450,Manhattan,2024-07-28,17.5,12.5,Present,100,Tawana Showers,34,64,Wayne,1114153002,Way3002
451,Manhattan,2024-07-21,55,10,Present,720,Keren Godbout,196,261,William,5530943755,Wil3755
452,Queens,2024-07-07,,,Absent,300,Laureen Wrinkle,0,0,Lucy,708005343,Luc5343
453,Brooklyn,2024-07-07,,,Absent,300,Grady Kellogg,0,0,Pat,3805615305,Pat5305
454,Manhattan,2024-06-23,60,66,Present,720,Ulrike Gurley,239,365,Donna,8744651695,Don1695
455,Manhattan,2024-06-23,,,Absent,80,Gracie Rawlings,0,0,Kimberly,1544004798,Kim4798
456,Brooklyn,2024-07-14,16,29,Present,360,Margurite Knebel,54,99,Meredith,8070279612,Mer9612
457,Brooklyn,2024-07-14,,,Absent,180,Claud Lecompte,0,0,Tokunbo,6050057156,Tok7156
458,Brooklyn,2024-08-04,,,Absent,300,Cole Vanhouten,0,0,Fred,4306524437,Fre4437
459,Brooklyn,2024-06-02,,,Absent,720,Frances Lloyd,0,0,Laura,4644218118,Lau8118
460,Brooklyn,2024-06-30,,,Absent,300,Lakendra Schlottmann,0,0,Pepe,5099219459,Pep9459
461,Brooklyn,2024-05-19,48,44,Present,360,Rocky Pridmore,147,239,Lennny & Megan,7422458874,Len8874
462,Brooklyn,2024-06-02,,,Absent,720,Esmeralda Platts,0,0,Amia,1990417544,Ami7544
463,Brooklyn,2024-08-25,,,Absent,300,Rod Kropf,0,0,JT And Tiziana,6400169407,JT 9407
464,Brooklyn,2024-07-21,15,16,Present,300,Marilynn Speer,42,73,JT And Tiziana,9365476658,JT 6658
465,Manhattan,2024-08-04,35,28,Present,300,Ira Melendez,25,88,Kaye,1789182961,Kay2961
466,Manhattan,2024-08-24,27,55,Present,720,Hae Leininger,347,429,Ligia,6837104058,Lig4058
467,Manhattan,2024-08-24,165,160,Present,720,Melita Hiemstra,350,675,James,8878443236,Jam3236
468,Queens,2024-08-24,,,Absent,720,Jacquetta Baillargeon,0,0,Lucy,4190265476,Luc5476
469,Brooklyn,2024-06-16,,,Present,80,Lucio Shahid,34,34,Alain,3241779340,Ala9340
470,Manhattan,2024-08-04,,,Absent,300,Travis Hamlett,0,0,"Robert ""Bob""""""",2066435227,Rob5227
471,Brooklyn,2024-07-07,40,33,Present,300,Mariko Lemoine,28,101,Andres,5470700321,And0321
472,Brooklyn,2024-07-07,,,Absent,300,Janina Jennison,0,0,Placid,8254029505,Pla9505
473,Brooklyn,2024-05-26,,,Absent,360,Marina Ocon,0,0,Jsun,139090414,Jsu0414
474,Manhattan,2024-06-30,,,Absent,720,Laurette Crumpler,0,0,Jorin,7539480702,Jor0702
475,Manhattan,2024-07-07,,,Absent,300,Britteny Frierson,0,0,Seith,5233152994,Sei2994
476,Brooklyn,2024-06-09,,,Absent,75,Kerri Grizzle,0,0,Andrea,7709149655,And9655
477,Manhattan,2024-08-24,,,Absent,180,Trudi Deshazo,0,0,Jade,7947521478,Jad1478
478,Brooklyn,2024-08-24,22,20,Present,720,Keitha Muncy,149,191,Smadar,5301104821,Sma4821
479,Manhattan,2024-08-24,74,69,Present,720,Gerri Gargano,82,225,Rahul,3003308800,Rah8800
480,Queens,2024-08-04,-4,0,Present,198,Lin Veliz,2,-2,Lucy,8626418310,Luc8310
481,Manhattan,2024-07-14,36,18,Present,180,Camelia Drennen,44,98,Giancarlo,2333988600,Gia8600
482,Brooklyn,2024-08-24,8,49,Present,720,Tatyana Reeser,228,285,Wanda,3169070192,Wan0192
483,Manhattan,2024-06-23,80,112,Present,720,Felisa Campo,335,527,Yvette,2353696391,Yve6391
484,Brooklyn,2024-06-23,62,140,Present,720,Tyler Frandsen,320,522,Jilly,1494446943,Jil6943
485,Manhattan,2024-06-30,103,98,Present,720,Mickey Warfield,260,461,Daniel,2221587278,Dan7278
486,Brooklyn,2024-06-30,,,Absent,720,Buster Defilippo,0,0,Adam,1732543483,Ada3483
487,Brooklyn,2024-06-30,39,8,Present,300,Lorine Mchargue,29,76,Lisel,64445825,Lis5825
488,Manhattan,2024-07-21,,,Absent,720,Alpha Wicker,0,0,Barbara,8092659853,Bar9853
489,Manhattan,2024-08-24,,,Absent,180,Alesha Borey,0,0,Chris,9989000157,Chr0157
490,Brooklyn,2024-08-11,29,55,Present,720,Pattie Remo,276,360,Sara,3899742641,Sar2641
491,Manhattan,2024-08-11,,,Absent,720,Yang Granillo,0,0,Benton,4020128285,Ben8285
492,Manhattan,2024-08-24,7,9,Present,75,Lynn Sax,24,40,Linda & Chris,3309864012,Lin4012
493,Manhattan,2024-08-24,,,Absent,720,Rosio Hoard,0,0,Alec,8687704623,Ale4623
494,Brooklyn,2024-08-24,27,124,Present,720,Cherri Jasinski,209,360,Julia,4296258851,Jul8851
495,Bronx,2024-08-11,49,74,Present,720,Phoebe Plotner,220,343,Vanessa,219045290,Van5290
496,Brooklyn,2024-08-11,70,16,Present,720,Silas Selvy,240,326,Ali & SweetPea,7027858486,Ali8486
497,Brooklyn,2024-07-28,,,Absent,720,Georgette Chism,0,0,Jeffrey,926437868,Jef7868
498,Manhattan,2024-08-11,27,-12,Present,720,Lakiesha Hightower,23,38,Lena,5645205782,Len5782
499,Brooklyn,2024-08-04,,,Absent,198,Tona Koss,0,0,Doug,8930078879,Dou8879
500,Manhattan,2024-08-04,,,Absent,300,Lorette Rotondo,0,0,Benton,8202627092,Ben7092
501,Manhattan,2024-08-04,6,5,Present,300,Lorinda Bethke,-3,8,Cheryl,663945016,Che5016
502,Manhattan,2024-07-21,70,16,Present,300,Arlen Clinard,39,125,Jorin,6189570293,Jor0293
503,Manhattan,2024-07-28,,,Absent,300,Lesley Lipton,0,0,Lewis,6979045916,Lew5916
504,Brooklyn,2024-07-28,74,94,Present,720,Rosanne Mayers,263,431,Jane,7428218622,Jan8622
505,Manhattan,2024-08-04,,,Absent,720,Selina Leffler,0,0,Donna,5042094905,Don4905
506,Brooklyn,2024-08-04,,,Absent,720,Milford Sang,0,0,Kris,3292787628,Kri7628
507,Manhattan,2024-08-04,60,49,Present,720,Geraldine Crimmins,168,277,Henry,7087901742,Hen1742
508,Brooklyn,2024-07-14,,,Absent,180,Veta Crochet,0,0,Jennifer,4453482389,Jen2389
509,Manhattan,2024-07-21,,,Absent,75,Haley Warwick,0,0,Cj,2419067321,Cj7321
510,Brooklyn,2024-07-21,49,25,Present,300,Dulcie Wehmeyer,35,109,Dani,7764250277,Dan0277
511,Brooklyn,2024-08-24,32,61,Present,720,Hallie Swiger,224,317,Sarah,967768728,Sar8728
513,Manhattan,2024-07-21,22,10,Present,180,Lynda Payan,20,52,Kathrine,7139487473,Kat7473
514,Manhattan,2024-07-07,23,21,Present,300,Stephaine Coulter,16,60,Milan,7645029340,Mil9340
515,Manhattan,2024-07-07,-6,2,Present,300,Fatima Seaton,-6,-10,Tony,6682020788,Ton0788
516,Queens,2024-05-26,19,22,Present,360,Deeann Balboa,77,118,Jason,9239040231,Jas0231
517,Queens,2024-07-28,56,39,Present,720,Jacquelyne Knipe,267,362,Jason,1652810456,Jas0456
520,Manhattan,2024-08-24,,,Absent,75,Su Mcmillin,0,0,Mike,3800702999,Mik2999
521,Bronx,2024-06-16,,,Absent,300,Charlesetta Sillman,0,0,Christian & Carla,3280458281,Chr8281
522,Brooklyn,2024-08-04,,,Absent,144,Sandee Hanna,0,0,Obed,1749664170,Obe4170
523,Brooklyn,2024-07-28,,,Absent,300,Manual Steil,0,0,Lisa,4111980429,Lis0429
524,Manhattan,2024-07-28,84,150,Present,720,Delmer Zielinski,321,555,Village,3018332752,Vil2752
525,Brooklyn,2024-06-02,,,Absent,720,Alla Cann,0,0,Andrew & Markus,788276707,And6707
526,Manhattan,2024-07-28,9,18,Present,720,Nena Sarabia,146,173,Daniel,3897132238,Dan2238
527,Brooklyn,2024-08-04,,,Absent,75,Sebastian Harn,0,0,Mariana,3844471387,Mar1387
528,Brooklyn,2024-08-11,7,30,Present,300,Consuela Aikins,16,53,Mj,79084127,Mj4127
529,Manhattan,2024-07-21,,,Absent,720,Alissa Chambers,0,0,Leslie,5620344998,Les4998
530,Manhattan,2024-07-21,54,59,Present,300,Hilary Seabrooks,59,172,Michael,4293133296,Mic3296
531,Manhattan,2024-07-21,,,Absent,720,Eufemia Rossetti,0,0,David,7375666352,Dav6352
532,Brooklyn,2024-08-04,,,Absent,198,John Belmont,0,0,O'Dell,9122640059,O'D0059
533,Brooklyn,2024-08-11,44,32,Present,720,Mona Mazzoni,196,272,Sundiata,4342287908,Sun7908
534,Manhattan,2024-06-02,,,Absent,720,Sonya Molnar,0,0,Marina,5653135970,Mar5970
535,Brooklyn,2024-07-21,54,25,Present,720,Ozell Weir,327,406,Farrah,9993265471,Far5471
536,Brooklyn,2024-06-23,134,110,Present,720,Sanford Dungy,313,557,Karen,46806863,Kar6863
537,Brooklyn,2024-07-07,,,Absent,300,Vito Mackin,0,0,Alan,757123857,Ala3857
538,Manhattan,2024-07-14,17,2,Present,360,Evelina Tallon,16,35,Matthew,9949465897,Mat5897
539,Manhattan,2024-07-14,11,0,Present,360,Paulene Gobeil,39,50,Marcela,949444660,Mar4660
540,Brooklyn,2024-06-23,,,Absent,720,Angla Hartzler,0,0,Melody,1532376892,Mel6892
541,Queens,2024-07-07,,,Absent,300,Bulah Wark,0,0,Mike,2588781691,Mik1691
542,Manhattan,2024-07-21,11,51,Present,300,Lorean Ogan,68,130,Anastasia,382667721,Ana7721
543,Manhattan,2024-07-21,21,21,Present,300,Dorothy Steger,15,57,Elina,9823247853,Eli7853
544,Manhattan,2024-06-16,74,21,Present,720,Benny Kosinski,255,350,Susan,9853204093,Sus4093
545,Brooklyn,2024-08-04,66,35,Present,300,Rasheeda Buell,35,136,Dennis,9163948155,Den8155
546,Brooklyn,2024-07-14,15,21,Present,144,Aracely Engler,38,74,Dennis,1547389261,Den9261
547,Brooklyn,2024-06-16,95,110,Present,720,Becky Copland,275,480,Erika,7779639005,Eri9005
548,Brooklyn,2024-05-19,36,36,Present,720,Annamaria Donadio,165,237,Tim,5516518308,Tim8308
549,Brooklyn,2024-05-19,62,57,Present,300,Burt Maciel,66,185,Elizabeth,7030333866,Eli3866
550,Brooklyn,2024-07-21,,,Present,75,Bethany Mcmanis,54,54,Vanessa,6074059089,Van9089
551,Manhattan,2024-07-28,56,83,Present,720,Adrianna Goodwill,222,361,Vlad,5991570876,Vla0876
552,Manhattan,2024-05-19,14,14,Present,300,Delsie Rockhill,13,41,Colin,4296194407,Col4407
553,Brooklyn,2024-07-21,,,Absent,720,Emanuel Motz,0,0,Toni,3984614556,Ton4556
554,Manhattan,2024-07-07,12,7,Present,300,Duane Mojarro,7,26,Jabari,2844898617,Jab8617
555,Brooklyn,2024-07-07,38,15,Present,300,Estefana Chi,64,117,Susanne,8698947736,Sus7736
556,Manhattan,2024-06-30,,,Absent,720,Temple Delgiudice,0,0,Edo,7112862129,Edo2129
557,Manhattan,2024-07-14,71,151,Present,720,Millie Skipworth,282,504,Simone,5990145710,Sim5710
558,Brooklyn,2024-06-30,50,54,Present,720,Melania Stillings,211,315,Andrea,9515612002,And2002
559,Brooklyn,2024-05-26,,,Absent,360,Caroyln Miser,0,0,Kestrel,3836260908,Kes0908
560,Manhattan,2024-07-07,7,12,Present,300,Sigrid Casares,30,49,Elizabeth,3418893769,Eli3769
561,Brooklyn,2024-07-07,20,38,Present,300,Rowena Nurse,15,73,Erica,5029318491,Eri8491
563,Manhattan,2024-08-24,53,54,Present,720,Drucilla Devenport,159,266,Ange,615601663,Ang1663
564,Manhattan,2024-06-02,,,Absent,720,Willis Neiman,0,0,Welcome To My Place,5268542150,Wel2150
565,Brooklyn,2024-06-02,,,Absent,720,Hellen Kimberling,0,0,Zora & Chris,2512952947,Zor2947
567,Brooklyn,2024-05-19,,,Absent,720,Cecille Normand,0,0,Tiffaney,5435271586,Tif1586
568,Bronx,2024-07-28,88,71,Present,720,Melita Gurr,216,375,Lori,992955012,Lor5012
569,Brooklyn,2024-07-07,31,25,Present,300,Katelin Kalina,33,89,Brett,1708029700,Bre9700
570,Brooklyn,2024-07-28,,,Absent,720,Rosa Leonard,0,0,Evan,6986336643,Eva6643
571,Brooklyn,2024-07-21,108,155,Present,720,Sheena Hadden,345,608,Angus,6237360508,Ang0508
572,Brooklyn,2024-07-21,58,46,Present,720,Karena Neace,262,366,Martina,6908697154,Mar7154
573,Brooklyn,2024-06-23,40,86,Present,720,Carmon Ashford,282,408,Jameelah,8250632405,Jam2405
574,Queens,2024-05-26,62,69,Present,360,Ardella Camacho,156,287,Iulia,9745632687,Iul2687
575,Brooklyn,2024-06-23,4,6,Present,300,Hoyt Shadduck,7,17,Maya,1019735224,May5224
576,Manhattan,2024-07-14,8,9,Present,75,Todd Holgate,30,47,Goldi,8989309603,Gol9603
577,Manhattan,2024-07-21,15,17,Present,300,Qiana Levan,-7,25,Susan,1365588841,Sus8841
578,Manhattan,2024-07-28,,,Absent,75,Risa Magwood,0,0,Jeremy,8927436016,Jer6016
579,Brooklyn,2024-07-28,3,2,Present,75,Hortense Chattin,14,19,Daniel,9642382914,Dan2914
580,Brooklyn,2024-07-28,,,Absent,75,Lee Esses,0,0,Meli,6379145676,Mel5676
581,Manhattan,2024-07-28,8,9,Present,75,Mohamed Bolles,26,43,Nader,9808847400,Nad7400
582,Staten Island,2024-07-14,27,18,Present,720,Merrill Ballenger,249,294,Carmel,4354807460,Car7460
583,Brooklyn,2024-07-14,2,4,Present,720,Deeann Ashburn,126,132,Mary,9775453052,Mar3052
584,Queens,2024-09-01,8,14,Present,300,Perry Viera,9,31,Jason,6978155842,Jas5842
585,Manhattan,2024-06-23,52,51,Present,720,Joyce Sciacca,231,334,Keenan & Emily,9103321564,Kee1564
587,Manhattan,2024-08-11,,,Absent,720,Nada Sheilds,0,0,Orlando,154708637,Orl8637
588,Brooklyn,2024-06-02,,,Absent,720,Deanna Rome,0,0,Yana,4468024360,Yan4360
589,Brooklyn,2024-08-24,10,10,Present,75,Greta Sartain,30,50,Pepe,1498866127,Pep6127
590,Manhattan,2024-07-28,,,Absent,300,Whitley Leppert,0,0,Keera (Jena),1449424475,Kee4475
591,Manhattan,2024-07-28,20,12.5,Present,100,Jenette Shover,53,86,Keera (Jena),5363990399,Kee0399
592,Manhattan,2024-07-28,12.5,8,Present,100,Franchesca Centers,30,50,Carmel,8078752747,Car2747
593,Manhattan,2024-08-04,12,14,Present,198,Myrtice Lonzo,4,30,Boubacar And Pattee,6223738655,Bou8655
594,Brooklyn,2024-08-24,,,Absent,720,Santina Cybulski,0,0,Kestrel,6808002517,Kes2517
595,Manhattan,2024-06-02,,,Absent,720,Kayleigh Cartier,0,0,Lisa,1749724664,Lis4664
596,Manhattan,2024-07-14,,,Absent,180,Dori Reasoner,0,0,Eziah,6347106478,Ezi6478
597,Brooklyn,2024-07-14,,,Absent,180,Raymundo Alcorn,0,0,Deborah,9215613066,Deb3066
598,Manhattan,2024-07-14,,,Absent,180,Edythe Knutsen,0,0,Gershwyn,9251856868,Ger6868
599,Brooklyn,2024-05-19,60,23,Present,300,Adell Westmoreland,41,124,Lisel,7563312106,Lis2106
600,Manhattan,2024-05-19,113,4,Present,720,Delores Gullick,201,318,Anton,7244059825,Ant9825
601,Brooklyn,2024-05-19,100,95,Present,300,Cuc Kossman,90,285,Rosalynn,2294690865,Ros0865
602,Manhattan,2024-07-21,60,60,Present,720,Lakendra Bobby,146,266,Deirdre,7966055544,Dei5544
603,Manhattan,2024-07-21,,,Absent,300,Oneida Haberman,0,0,Deirdre,8974155548,Dei5548
604,Brooklyn,2024-07-21,,,Absent,300,Ghislaine Southwick,0,0,Stefania,9378742979,Ste2979
605,Manhattan,2024-07-21,40,62,Present,300,Ardis Overbey,62,164,Gaya,2946833644,Gay3644
606,Brooklyn,2024-07-28,,,Absent,100,Fermin Work,0,0,Mary,3621940335,Mar0335
607,Brooklyn,2024-06-02,69,26,Present,720,Saundra Voshell,138,233,Christopher,5974475153,Chr5153
608,Brooklyn,2024-08-24,13,16,Present,720,Bret Styers,75,104,Jessica,6537371463,Jes1463
609,Staten Island,2024-08-04,-7,-7,Present,198,Kortney Shear,5,-9,Marina,5817751167,Mar1167
610,Brooklyn,2024-08-24,95,-2,Present,720,Luanna Gabler,252,345,Ryan,2400392223,Rya2223
611,Brooklyn,2024-07-28,1,-5,Present,300,Danette Lares,-5,-9,Marylyn,8428940363,Mar0363
612,Manhattan,2024-08-24,,,Absent,180,Melisa Munday,0,0,Daniel,2140551906,Dan1906
613,Brooklyn,2024-08-11,,,Absent,720,Myriam Roberie,0,0,Lady Jay,2504415956,Lad5956
614,Manhattan,2024-07-07,,,Absent,300,Izetta Policastro,0,0,Gordon,9178576225,Gor6225
615,Manhattan,2024-07-07,,,Absent,300,Renata Fettig,0,0,Raven,1234563522,Rav3522
616,Brooklyn,2024-07-21,,,Absent,720,Les Lindsey,0,0,Marceline,4496769127,Mar9127
617,Manhattan,2024-07-21,,,Absent,720,Harris Descoteaux,0,0,Tim,8343327583,Tim7583
618,Manhattan,2024-07-07,26,32,Present,300,Jazmine Emery,22,80,Carol,7632869570,Car9570
619,Brooklyn,2024-07-07,23,27,Present,300,Sherrie Pendelton,24,74,Derrick,6769488030,Der8030
620,Brooklyn,2024-07-14,0,-6,Present,180,Zaida Romney,-2,-8,Civan,1312239602,Civ9602
621,Bronx,2024-06-02,,,Absent,720,Florencio Coleman,0,0,Lori,9111984891,Lor4891
622,Manhattan,2024-06-02,82,99,Present,720,Velva Bing,315,496,Blanca,9745785525,Bla5525
623,Manhattan,2024-08-04,,,Absent,75,Ying Scheetz,0,0,Mark,8004985860,Mar5860
624,Manhattan,2024-05-19,7,7,Present,300,Keli Shen,27,41,Roberto,4079509470,Rob9470
625,Brooklyn,2024-06-16,23,10,Present,300,Mitch Grajeda,8,41,Dee,7350594404,Dee4404
626,Manhattan,2024-07-21,,,Present,75,Bryon Furness,45,45,Selma,665223347,Sel3347
627,Manhattan,2024-08-24,,,Absent,180,Tamie Bertucci,0,0,Michael,3525214061,Mic4061
628,Queens,2024-08-04,20,28,Present,144,Shaniqua Pulido,16,64,Melody,5098034969,Mel4969
629,Manhattan,2024-08-24,,,Absent,180,Adina Farris,0,0,Tiffany,8245004449,Tif4449
630,Manhattan,2024-08-04,,,Absent,144,Landon Constantino,0,0,William,4803441902,Wil1902
631,Queens,2024-08-04,8,43,Present,144,Russell Batres,20,71,John,8056521186,Joh1186
632,Brooklyn,2024-06-23,,,Absent,720,Leesa Rieke,0,0,Bertie,4832841315,Ber1315
633,Manhattan,2024-07-14,76,165,Present,720,Hank Noblitt,290,531,Olan,9732197802,Ola7802
634,Manhattan,2024-06-23,,,Absent,80,Priscilla Lamphere,0,0,Dan,2906225357,Dan5357
635,Manhattan,2024-07-07,67,75,Present,300,Candida Custis,58,200,Blue,5414895782,Blu5782
636,Brooklyn,2024-05-26,,,Absent,360,Karon Wilmes,0,0,Triny,8257654527,Tri4527
637,Brooklyn,2024-07-21,,,Absent,180,Prudence Cutler,0,0,Nick And No̩mie,5065532462,Nic2462
638,Manhattan,2024-07-07,0,0,Present,300,Myrl Kandoll,0,0,Juvie,3944827533,Juv7533
639,Manhattan,2024-06-09,,,Absent,75,Lissa Andrews,0,0,Liz,6729638052,Liz8052
640,Manhattan,2024-06-23,,,Absent,300,Mikel Ranger,0,0,Jacqueline,2287886477,Jac6477
641,Manhattan,2024-07-07,18,1,Present,300,Yuri Tiller,-10,9,Ashley & Nir,706080404,Ash0404
642,Queens,2024-06-23,,,Absent,300,Jonas Reilley,0,0,Nancy,4389318024,Nan8024
644,Manhattan,2024-09-07,,,Absent,180,Corrine Snelling,0,0,Jay,589986883,Jay6883
645,Brooklyn,2024-08-11,90,94,Present,720,Kara Wierenga,309,493,Li,6129318363,Li8363
646,Brooklyn,2024-07-28,17,34,Present,720,Noriko Arroyo,261,312,Todd,9462886482,Tod6482
647,Brooklyn,2024-07-28,143,85,Present,720,Caron Brasch,301,529,Joseph,6194401626,Jos1626
648,Brooklyn,2024-08-11,,,Absent,720,Geoffrey Follmer,0,0,Jessica,411992678,Jes2678
649,Brooklyn,2024-07-21,,,Absent,75,Clark Vasser,0,0,Ruari,8373002850,Rua2850
650,Manhattan,2024-08-04,53,45,Present,300,Wanetta Bold,9,107,Mike,7668599169,Mik9169
651,Brooklyn,2024-08-04,27,11,Present,300,Maricela Damron,31,69,Jessica,3339988524,Jes8524
652,Brooklyn,2024-08-11,,,Absent,300,Lynsey Stinchcomb,0,0,Lauryn,7050785598,Lau5598
653,Brooklyn,2024-06-30,81,10,Present,720,Lovetta Kline,224,315,Alon,7238868751,Alo8751
654,Brooklyn,2024-07-21,,,Present,75,Gracia Moone,52,52,Andy,2153324611,And4611
655,Manhattan,2024-07-28,28,123,Present,720,Loma Shears,262,413,Baron,8354409752,Bar9752
656,Bronx,2024-08-11,17,12,Present,300,Adelle Philbrick,23,52,Victor,1662786636,Vic6636
657,Brooklyn,2024-07-28,5,4,Present,720,Clifford Poehler,61,70,Al-,4668350825,Al-0825
658,Manhattan,2024-07-07,37,31,Present,300,Sun Johnsrud,60,128,Jaidev,9566169905,Jai9905
659,Brooklyn,2024-08-04,,,Absent,75,Jenell Marro,0,0,Shelley,4544403302,She3302
660,Manhattan,2024-05-19,40,86,Present,720,Mendy Strayer,164,290,Jerry,3465961414,Jer1414
661,Queens,2024-07-07,58,15,Present,300,Harriette Ing,17,90,Rafael,3407323787,Raf3787
662,Manhattan,2024-07-28,20,20,Present,100,Veola Domenech,58,98,Jens,3167972812,Jen2812
663,Brooklyn,2024-06-16,,,Absent,720,Denisha Chabot,0,0,The Box House Hotel,724910542,The0542
664,Manhattan,2024-07-14,5,9,Present,144,Corrina Carollo,10,24,West Village,9912778712,Wes8712
665,Manhattan,2024-07-14,39,43,Present,144,Cassandra Fike,33,115,Andy,6897862007,And2007
666,Manhattan,2024-08-04,49,16,Present,300,Johnson Pinedo,22,87,Karina,978171903,Kar1903
667,Brooklyn,2024-06-02,,,Absent,720,Emery Gessner,0,0,Fred,7901654691,Fre4691
668,Brooklyn,2024-08-25,12,21,Present,720,Gaynelle Slaton,256,289,Ben,2939644948,Ben4948
669,Brooklyn,2024-06-02,,,Absent,720,Alysia Hipps,0,0,Kyle,1972201574,Kyl1574
670,Manhattan,2024-08-25,,,Absent,720,Deeann Keeler,0,0,Christy,8633446641,Chr6641
671,Manhattan,2024-08-25,110,83,Present,720,Lilliam Harvard,325,518,Yvette,1028498043,Yve8043
673,Manhattan,2024-06-30,,,Absent,75,Lorinda Froman,0,0,Rhona,4555990249,Rho0249
674,Brooklyn,2024-05-19,45,28,Present,300,Bonita Briganti,34,107,Anne,1934851105,Ann1105
675,Manhattan,2024-07-07,65,35,Present,300,Kendall Simons,42,142,Carol,9742848918,Car8918
676,Manhattan,2024-07-28,15,7.5,Present,100,Lakenya Seabrooks,22,44,Tunji,3962300712,Tun0712
677,Manhattan,2024-05-19,82,52,Present,300,Jammie Gourlay,81,215,Chris,6786969084,Chr9084
678,Brooklyn,2024-07-28,,,Absent,100,Arlean Juergens,0,0,Cynthia,2836554053,Cyn4053
679,Brooklyn,2024-07-21,16,1,Present,720,Boyce Wehmeyer,90,107,The Box House Hotel,2842778159,The8159
680,Brooklyn,2024-07-21,,,Absent,300,Sindy Galyean,0,0,The Box House Hotel,5479406920,The6920
